EntrepriseName,EntrepriseVille,EntrepriseTechnologie,EntrepriseContactSiteWeb,EntrepriseContactPhone,EntrepriseContactName,EntrepriseContactEmail,EntrepriseLogo,Activite,EntrepriseSecteurActivite
DIGITIS,Rabat,CLOUD;DATA;IA;TECHNOLOGIE WEB / MOBILE,https://www.digitis.ma/,+212690123698,Meryem KASSOU,contact@digitis.ma,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000000K9SCIA0,"<p>Digitis est une entreprise de services numériques spécialisée dans la transformation digitale, le développement d’applications Web et Mobile , l’informatique décisionnelle , la business intelligence et la Civic Tech, Notre entreprise a pour mission de présenter les meilleurs services, satisfaire les besoins de ses clients, résoudre les problèmes liés au domaine informatique, et offrir un service de conseil, d’orientation et d’accompagnement.</p>",DEVELOPPEMENT INFORMATIQUE;ED TECH
MKSTUDIOS Maroc,Casablanca,Réalité Augmentée/Virtuelle,https://www.mkstudios.ma,+212663135593,Ali Mtouny,ali.mtouny@mkstudios.fr,https://community.technopark.ma/sfc/servlet.shepherd/version/download/0681v000014PxOJAA0,"<p><span style=""font-size: 14px;"">La société est spécialisée dans le développement et l&#39;intégration de maquettes de réalité virtuelle avec les CRM des clients. Parmi les services proposés également : L&#39;utilisation de MAP interactive pour mettre en valeur et faciliter les interactions avec les clients ; La disponibilité des services et les possibilités de visites en ligne à 360°.</span></p>",DEVELOPPEMENT INFORMATIQUE
OPENMIND TECHNOLOGIES,Agadir,IA;TECHNOLOGIE WEB / MOBILE,https://www.opentecc.com/,0623776245,Ahmed Laadraoui,contact@opentecc.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000000L78AIAS,"<p>Openmind Technologies, opérant sous la marque <span style=""font-family: Calibri, sans-serif; font-size: 11pt;"">‟OpenTecc”</span> est une entreprise innovante au cœur de la technologie, dédiée à transformer les visions en réalités technologiques. Elle excelle dans divers secteurs tels que le commerce électronique, l&#39;immobilier, la fintech, le divertissement, la logistique et le conseil​​.</p><p>Les services d&#39;Openmind Technologies comprennent le génie numérique, l&#39;IA et l&#39;apprentissage automatique, le développement web et le développement de logiciels personnalisés. Ces services utilisent les dernières technologies pour offrir des solutions sur mesure qui répondent aux besoins spécifiques des clients, en intégrant l&#39;intelligence dans les processus pour fournir des insights actionnables et en créant des identités numériques uniques et réactives​​.</p>",DEVELOPPEMENT INFORMATIQUE
DATATIKA,Tanger,CLOUD;DATA;ROBOTIQUE;TECHNOLOGIE WEB / MOBILE,http://www.datatika.com,+212 5 31 59 59 30,Nor-Eddine Bourouayel,contact@datatika.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000000SsGqIAK,"<p>DATATIKA est une société orientée « Data » qui met à disposition des professionnels des solutions de collecte, de traitement et de valorisation de données issues de différentes sources. Les technologies mises en oeuvre incluent le cloud, l’IoT et l’IA. Datatika distribue également les équipements nécessaires au déploiement de telles solutions.</p><p>Datatika offre les produits et services suivants :</p><ul><li>Produits : <ul><li>Plateforme DTTK : SAAS permettant la collecte, le stockage, et l’analyse de données issues de différentes sources (déployable dans le Cloud ou On Premises),</li><li>Fourniture et installation de matériel de collecte de données (iot : capteurs, gateways).</li></ul></li><li>Services :<ul><li>Conseils et Services d’accompagnement dans la mise en place de stratégie « data »,</li><li>Service de déploiement de protocole de cybersécurité adaptés aux flux et stockage de données,</li><li>Service de développement et déploiement de modèles de Machine Learning pour les cas d’usage spécifiques.</li></ul></li></ul>",DEVELOPPEMENT INFORMATIQUE;INDUSTRIE 4.0;CYBERSECURITE
HEBERINO,Agadir,CLOUD;DATA;IA;TECHNOLOGIE WEB / MOBILE,https://www.heberino.com/,0660329489,ABDELHADI AMROUCH,info.abdelhadiamrouch@gmail.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000000Rbl9IAC,"<p><strong>HEBERINO</strong> est un guichet unique offrant une variété de services liés au Web incluant l&#39;hébergement Web, l&#39;enregistrement et la gestion des noms de domaine,les solutions Cloud, le développement web et la communication digitale. Ces services visent à accompagner les professionnels et les particuliers dans le développement de leurs activités en ligne.</p>",DEVELOPPEMENT INFORMATIQUE
STE A&T EXPERTS,Agadir,CLOUD;DATA;IA;TECHNOLOGIE WEB / MOBILE,https://atexperts.ma/,+212 690-123156,Mehdi Tchamekh,t.mehdi@fdvgroup.fr,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000000RPNQIA4,"<p>A&amp;T EXPERTS est une entreprise digitale qui proposent des services allant du développement de logiciels personnalisés, la création de sites web, la conception d’applications mobiles à la mise en place de systèmes de gestion de bases de données. leur équipe travaille en étroite collaboration avec leurs clients pour comprendre leurs besoins spécifiques et leur offrir des solutions de pointe tout en restant constamment à l’avant-garde de l’industrie.</p><p>Parmi les solutions phares de l&#39;entreprise, Expertisia Academy est une plateforme complète qui met à la disposition de ses utilisateurs tous les outils nécessaires pour gérer et diffuser des cours en ligne de manière efficace et professionnelle. </p>",DEVELOPPEMENT INFORMATIQUE;ED TECH
WEBLIFY MEDIA,Agadir,CLOUD;DATA;ERP / CRM;TECHNOLOGIE WEB / MOBILE,https://www.weblifymedia.com/,+44 7307 375484,NOMAN JAWAID MUGHAL,noman@openmoveinternational.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000000pIR7IAM,"<p><strong>Weblify Media</strong> est une agence digitale qui opère dans plusieurs domaines du marketing digital, du web et de la communication permettant à chacun de ses clients d&#39;obtenir la meilleure stratégie menant à des résultats réels et mesurables. Consciente de l&#39;importance croissante des opportunités offertes par Internet pour les entreprises, Weblify Media propose plusieurs services : App development, CRM, hébergement Web et développement de Software et de sites Web. </p>",DEVELOPPEMENT INFORMATIQUE;MARKETING DIGITAL
PIXELFORGE,Agadir,DATA;IA;TECHNOLOGIE WEB / MOBILE,https://www.pixelforge-solutions.digital/overview,0617793039,Mohamed Amine Lasri,support@clackysolutions.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000000pnOUIAY,"<p><span style=""font-size: 12pt; font-family: Calibri, sans-serif;"">PIXELFORGE est une entreprise spécialisée dans le développement de sites web et d’applications, alliant créativité et expertise technique pour offrir des expériences numériques exceptionnelles. Notre équipe dynamique est passionnée par l’innovation et est déterminée à forger des solutions sur mesure répondant aux besoins spécifiques de nos clients.</span></p>",DEVELOPPEMENT INFORMATIQUE
Yo Maroc SARL,Essaouira,CLOUD;DATA;IA;TECHNOLOGIE WEB / MOBILE,https://www.regi-web.com/,0661062750,Elhoussein Elmatouggui,houcine.tc@gmail.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000003FAAGIA4,"<p><em>Régi Web By YO Maroc</em> est un projet ambitieux développé par YO Maroc, visant à créer une plateforme web moderne et sécurisée. Ce projet combine une gestion des services en ligne intuitive avec des technologies de pointe pour garantir la sécurité des données et une performance optimale. </p><p>En alliant design et efficacité, <em>Régi Web</em> offre une expérience utilisateur fluide, répondant parfaitement aux besoins du marché marocain tout en soutenant la vision innovante de YO Maroc. C&#39;est une solution robuste et évolutive, conçue pour générer des résultats tangibles.</p>",DEVELOPPEMENT INFORMATIQUE;E-TOURISME;MARKETING DIGITAL
SYGMA.AI,Casablanca,IA,https://sygma.ai/,+212618040123,TAOUAF FAYCAL,faycal@sygma.ai,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000002P0QNIA0,"<p><a href=""https://sygma.ai/"" target=""_blank"" style=""font-size: 14px;"">SYGMA.AI</a><span style=""font-size: 14px;""> propose une solution technologique ‘’Application Mobile’’ dédiée aux agents des assurances pour détecter, évaluer les dommages et collisions ainsi qu’estimer les couts de la réparation à partir d’une photo sans revenir aux experts et sans chiffrage.</span></p>",DEVELOPPEMENT INFORMATIQUE
eaneerdotcom,Casablanca,IOT;ROBOTIQUE;TECHNOLOGIE WEB / MOBILE,http://Eaneer.com,0770181715,Youness Ezzahar,ezzaharyouness@gmail.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000004xuGrIAI,"<p><span style=""font-size: 14px;"">Eaneerdotcom offre une approche holistique pour répondre aux différents besoins électriques dans divers secteurs. De l&#39;agriculture aux environnements industriels et aux infrastructures de construction, chaque service est méticuleusement conçu pour optimiser l&#39;efficacité, garantir la sécurité et promouvoir la durabilité.</span></p>",AGRI TECH;DEVELOPPEMENT INFORMATIQUE;GREEN TECH;ROBOTIQUE
SYSTEME AND DATA DRIVEN,Casablanca,DATA;IA,https://s2d.solutions/,0699354923,Driss Bensouda,driss.bensouda.s2d@gmail.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000001kxm9IAA,"<p><span style=""font-size: 14px;"">SYSTEME AND DATA DRIVEN est une STARTUP nouvellement créée spécialisée dans la DATA analytique, elle développe une plateforme qui automatise le workflow du data scientist à travers une interface qui permet de dialoguer avec l’utilisateur pour comprendre son besoin et exécuter les tâches demandées.</span></p>",DEVELOPPEMENT INFORMATIQUE
WEINDUSTRY,Agadir,IMPRESSION 3D;IOT;RESEAU ET TELECOM ET SECURITE;TECHNOLOGIE WEB / MOBILE,https://weindustry.ma/,0661134638,MOUSSA LHOUSSAINE,contact@weindustry.ma,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000001kLnGIAU,"<p><strong>WeIndustry</strong> est une entreprise innovante spécialisée dans l&#39;Internet des Objets (IoT). Notre équipe dévouée travaille sans relâche pour mettre en œuvre des solutions technologiques qui facilitent la vie de tous les jours.</p><p><br></p><p>Notre projet phare est <strong>Charjawal</strong>, un appareil pour la recharge automatique du solde mobile, capable de répondre à une problématique courante : la recharge rapide et efficace de votre solde mobile.</p><p><br></p><p>Joignez-vous à nous dans ce voyage vers l&#39;avenir de la connectivité.</p>",DEVELOPPEMENT INFORMATIQUE;INDUSTRIE 4.0
Stream Lean industry,Casablanca,ERP / CRM;TECHNOLOGIE WEB / MOBILE,https://www.streamleanindustry.com/,0661838790,AMERMIZ YASSINE,yassine.amermiz@streamleanindustry.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000007igE1IAI,"<p><span style=""font-size: 14px;"">Stream Lean Industry 4.0 est société  de développement informatique, spécialisée dans l&#39;intégration de la solution ODOO en fonction des besoins de ses clients. La société propose une gamme complète de modules ODOO pour répondre aux besoins de sa clientèle, allant de la mise en œuvre de l’ERP complet à l’amélioration des processus de fabrication ou de distribution. </span></p>",DEVELOPPEMENT INFORMATIQUE;INDUSTRIE 4.0
SARAH & ADAM COMMERCE,Essaouira,CLOUD;DATA,https://sa-pub.com/,+212 706878095 ; +212 695043041,Adam TAHAR ; Sarah BOUMEDIEN,adamtaharpro1@gmail.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000BkhWqIAJ,"<p>SA PUB est une agence de communication dynamique, experte dans la création de sites web, le développement d&#39;applications mobiles, la gestion des réseaux sociaux, le référencement SEO, la conception de logos et la production de contenu.</p><p style=""text-align: center;"">Nous proposons des solutions personnalisées et innovantes pour améliorer votre visibilité en ligne, optimiser votre image de marque et stimuler la croissance de votre entreprise. Grâce à notre approche sur mesure, nous vous accompagnons dans chaque étape de votre stratégie digitale pour atteindre vos objectifs avec efficacité et créativité.</p>",DEVELOPPEMENT INFORMATIQUE;MARKETING DIGITAL
CANAL TECHNOLOGY GROUP,Casablanca,IOT;ROBOTIQUE,http://canaltechnologie.com/,+212668532223,Soufiane  MALEB,soufiane.maleb@canaltechnologie.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000003NgGCIA0,"<p>Canal Technology Group est spécialisée dans le domaine de la création des équipements électroniques et informatiques pour l&#39;automatisation industrielle.</p><p><br></p><p>Canal technology  Group est en mesure d&#39;accompagner ses clients dans les migrations technologiques depuis la conception jusqu’au développement et déploiement des solutions 4.0, tout en adoptant les normes de qualité et de sécurité les plus élevées.</p><p><br></p><p>Canal technology Group opère dans différents secteurs tels que les secteurs aéronautique, automobile et pharmaceutique.</p>",DEVELOPPEMENT INFORMATIQUE
123 click agency,Casablanca,DATA;TECHNOLOGIE WEB / MOBILE,https://123click.ma/,0660607309,Asmae bouatlaoui,sales@123click.ma,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000004xy2sIAA,"<p>123 Click Agency est un moteur de transformation digitale, spécialisée dans la création de sites web percutants et d&#39;applications CRM innovantes. Avec une expertise pointue en web marketing, nous propulsons la croissance de nos partenaires grâce à des stratégies de génération de leads ciblées. Nous sommes des développeurs et intégrateur à la fois.</p>",DEVELOPPEMENT INFORMATIQUE;MARKETING DIGITAL
F2A DIGITAL,Rabat,TECHNOLOGIE WEB / MOBILE,https://f2a-digital.com/,+212673511859,Abdelquodous Lahchimi,a.lahchimi@f2a-digital.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000003QdYfIAK,"<p>F2A Digital est une agence de communication qui vous propose une gamme complète de services, allant de plans stratégiques personnalisés à un design web captivant, en passant par une expertise en marketing digital, le développement d’applications mobiles, et des créations visuelles exceptionnelles en design UX/UI et vidéo motion. Avec notre approche agile et transparente, nous sommes votre partenaire pour atteindre vos objectifs en ligne de manière efficace et mémorable.</p>",DEVELOPPEMENT INFORMATIQUE
EDRONIC TECHNOLOGIE,Casablanca,CLOUD;DATA;IA,https://www.ayni.ma,0637933171,EL MEHDI MAHIR,mahermehdi33@gmail.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So0000049FlWIAU,"<p><span style=""font-size: 14px;"">AYNI est une solution qui aide les non-voyants et les malvoyants à détecter les obstacles et à reconnaître les objets. La solution permet de :</span></p><p><span style=""font-size: 14px;"">- Enregistrer et reconnaître des visages enregistrés</span></p><p><span style=""font-size: 14px;"">- Lire et reconnaitre les caractères et les textes</span></p><p><span style=""font-size: 14px;"">- Détecter et reconnaître les obstacles</span></p>",DEVELOPPEMENT INFORMATIQUE;HEALTH TECH
AuthentiCom,Rabat,TECHNOLOGIE WEB / MOBILE,https://axyka.com/,+212661 894947,Khalid Tamraoui,tamraoui.khalid@gmail.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000003CLVCIA4,"<p style=""text-align: justify;""><span style=""font-size: 11pt;"">AUTNEHTICOM est une entreprise qui opère dans le secteur E-LOGISTIQUE, elle a créé une plateforme web sous le nom de </span>AXYKA <span style=""font-size: 11pt;"">qui offre plusieurs fonctionnalités :</span></p><p style=""text-align: justify;""><span style=""font-size: 11pt;"">Connecter les petits vendeurs en ligne au Maroc avec des prestataires de logistique de qualité. Faciliter la collaboration entre les Sellers et les fournisseurs de services logistiques, tout en offrant des solutions innovantes pour gérer les paiements en contre-remboursement (COD) de manière plus efficace. </span></p><p style=""text-align: justify;""><span style=""font-size: 11pt;"">Aider les vendeurs marocains à étendre leurs activités à l&#39;étranger en proposant des solutions logistiques adaptées aux marchés internationaux. </span></p><p style=""text-align: justify;""> </p><p> </p>",DEVELOPPEMENT INFORMATIQUE;E-LOGISTIQUE
AI WOLVES,Tanger,CLOUD;DATA;IA;TECHNOLOGIE WEB / MOBILE,https://aiwolves.net/,0703562813,Mohamed KASSOU,kassoumohamed@outlook.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000003zNZ4IAM,"<p><strong style=""font-size: 14px; font-family: serif;"">AI WOLVES</strong><span style=""font-size: 14px; font-family: serif;""> propose des solutions informatiques novatrices exploitant les dernières technologies pour résoudre les défis complexes des entreprises, notamment dans les domaines du e-commerce, du développement d&#39;applications mobiles et de l&#39;email marketing. Leurs services comprennent l&#39;idéation, le prototypage rapide, l&#39;intégration technologique avancée et l&#39;analyse de données, visant à stimuler l&#39;innovation et à transformer les entreprises pour l&#39;avenir.</span></p>",DEVELOPPEMENT INFORMATIQUE
Humantal Maroc,Rabat,IA;TECHNOLOGIE WEB / MOBILE,https://humantal.ma/,+212661364635,Idriss AGOUMI,idriss.agoumi@gmail.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000003f1RSIAY,"<p>Humantal Maroc révolutionne la gestion de la paie et des ressources humaines pour les sociétés marocaines. En accélérant la transition numérique dans la gestion du capital humain, notre entreprise déploie un arsenal évolutif de fonctionnalités et de services. Ce faisant, nous sommes le moteur incontestable de la modernisation des opérations de Paie et RH au Maroc.</p>",DEVELOPPEMENT INFORMATIQUE;HR TECH
HARMONASSABA,Casablanca,TECHNOLOGIE WEB / MOBILE,Mounassabat.ma,0620268855,OTHMAN RAJI,contact@harmoservices.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000003gphCIAQ,"<p>HARMONASSABA excelle dans l&#39;innovation en gestion d&#39;événements grâce à ses solutions web révolutionnaires, connectant clients et fournisseurs pour des expériences exceptionnelles. Leur plateforme simplifie la planification d&#39;événements variés et leur branche spécialisée, </p><p>Harmoservices, développe des solutions numériques avancées dans plusieurs domaines technologiques.</p>",DEVELOPPEMENT INFORMATIQUE;MARKETING DIGITAL
YAN AFRICA,Rabat,DATA;IA;IOT;TECHNOLOGIE WEB / MOBILE,https://yan.africa/,+212659612271,Tarik .A,contact@yan.africa,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000758x0IAA,"<p>YAN est une plateforme mobile avant-gardiste qui utilise l&#39;intelligence artificielle (AI) et l&#39;Internet des Objets (IoT) pour transformer l&#39;expérience urbaine. Notre vision est de développer une solution numérique complète qui ne se contente pas de naviguer à travers la ville, mais qui enrichit également l&#39;expérience de l&#39;utilisateur en fournissant des informations contextuelles hyper-personnalisées. </p>",DEVELOPPEMENT INFORMATIQUE
CARTWAY,Rabat,DATA;IA;TECHNOLOGIE WEB / MOBILE,https://cartway.ma/,+212 600 063090,Rbouh taoufiq,rbouh@icloud.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000008IeglIAC,"<p>La société CARTWAY propose des solutions technologiques innovantes pour le secteur de la FoodTech via sa plateforme web sous forme de SaaS (Software as a service) pour accompagner les restaurateurs dans leur transition numérique via un système de gestion des commandes en ligne.</p><p>Sa  mission est d&#39;offrir une solution de commande parfaite, pour permettre aux restaurateurs de booster leurs chiffre d’affaires  <span style=""font-family: Calibri, sans-serif; font-size: 11pt;"">avec des options de commande et paiement en ligne.</span></p>",DEVELOPPEMENT INFORMATIQUE
Société marocaine de technologie et de digitalisation,Casablanca,CLOUD;DATA;IOT,https://smatch.ma/fr/accueil/,0661616798,Tarik Zaghloul,zaghloul.tarik@smatch.ma,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000LmZCHIA3,"<p>Smatch est un acteur de référence dans les des solutions IT en e-logistique. Cumulant 20 ans d&#39;expertise dans le métier de la supply chain, la société a mis à profit cette expérience dans le développement des solutions de warehouse management system et de transport management system.</p><p><br></p><p>Au delà de la supply chain, cette entité technologique  a étendu ses solutions pour les secteurs de l&#39;agritech et du tourisme. </p>",DEVELOPPEMENT INFORMATIQUE;E-LOGISTIQUE
Mobiconnect Technologies SARL,Casablanca,CLOUD;ERP / CRM;IOT;TECHNOLOGIE WEB / MOBILE,https://mobiconnect.co/,+212661195605,KHALKI YOUNESS,youness.k@mobiconnect.co,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000009XH0BIAW,"<p style=""text-align: justify;"">MobiConnect Technologies est une Entreprise de Services Numériques (ESN) spécialisée dans l’intégration, commercialisation offres de solutions logiciels et matériels ICT/Mobiles, prestations de services d&#39;accompagnement des clients entreprises au Maroc &amp; Afrique dans leur transformation Digitale avec focus sur les &quot;Technologies Mobile&quot; avec des ressources et compétences Marocaines.</p><p style=""text-align: justify;"">Crée en 2022 par des consultants expérimentés et passionnés par les technologies Mobiles &amp; AIoT, nous avons à notre actif plus de 22 ans d&#39;expérience cumulée dans le B2B Sales dont notamment plus de 10 ans au sein de multinationales de Technologies et les offres de solutions mobiles « MDM/EMM », avec plusieurs grands projets déployés avec succès dans plusieurs secteurs d&#39;activité au Maroc, Afrique du Nord &amp; en Afrique subsaharienne aussi. </p><p style=""text-align: justify;""><br></p><p style=""text-align: justify;"">Marques représentés et commercialisés : Zebra, Samsung, Xiaomi, Crosscall, 42Gears, Hexnode, Springdel</p>",ACCOMPAGNEMENT;DEVELOPPEMENT INFORMATIQUE;CYBERSECURITE;FORMATION IT
ScandiTek SARL,Casablanca,CLOUD;DATA;IA,https://www.scanditek.ma,0614615816,Hicham Baili,hicham.baili@nexalearn.no,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000A1VIgIAN,"<p><span style=""font-size: 14px;"">Sacanditek est une entreprise qui vient de développer une plateforme de formation continue et professionnelle destinée au marché scandinave. Celle-ci est personnalisable en termes d&#39;options. L’entreprise propose également des développements sur mesure en fonction des besoins de ses clients.</span></p>",DEVELOPPEMENT INFORMATIQUE;ED TECH
SMODU,Tanger,DATA;ERP / CRM;IA;ROBOTIQUE;TECHNOLOGIE WEB / MOBILE,https://smodu.com/,+212 60-585336,Oussama EL HASSOUANI,contact@smodu.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So0000069NrZIAU,"<p><strong style=""font-family: serif; font-size: 14px;"">SMODU </strong><span style=""font-family: serif; font-size: 14px;"">est une entreprise spécialisée dans l&#39;amélioration de la sécurité et de la commodité liées à l&#39;utilisation des bouteilles de gaz. Notre mission est d&#39;offrir des solutions innovantes pour garantir une utilisation sûre et pratique des bouteilles de gaz, tant pour les particuliers que pour les entreprises. Nos services comprennent la surveillance des cylindres de gaz et des offres personnalisées pour les entreprises.</span></p><p><span style=""font-family: serif; font-size: 14px;"">Nous sommes présent à Tanger et à Casablanca. </span></p>",DEVELOPPEMENT INFORMATIQUE
I2DS,Casablanca,DATA,https://i2ds.ma/,0600009953,nabil sanhaji,contact@i2ds.ma,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000006dfFzIAI,"<p><span style=""font-family: Calibri, sans-serif; font-size: 11pt;"">I2DS est une entreprise spécialisée dans la mise en place de solutions de digitalisation, de data science et de big data, ainsi que dans les télécommunications. En réunissant une équipe pluridisciplinaire d&#39;experts ayant une riche expérience dans ces domaines, nous aidons les entreprises à transformer et optimiser leurs systèmes d&#39;information décisionnels. </span></p><p><span style=""font-family: Calibri, sans-serif; font-size: 11pt;""><span class=""ql-cursor"">﻿</span>Nos services incluent la digitalisation des processus métiers, l&#39;accompagnement en business intelligence, et la création d&#39;architectures big data performantes. Grâce à une approche agile et sur mesure, nous répondons aux besoins spécifiques de nos clients et les accompagnons dans leur parcours de transformation numérique</span></p>",DEVELOPPEMENT INFORMATIQUE
JAAG ADVISORY,Casablanca,CLOUD;DATA;IA,https://jaagadvisory.com/,0622729613,ALI GOUMAR,aligoumar@gmail.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000006mgxeIAA,"<p><span style=""font-size: 14px;"">La conception et le développement de logiciels actuariels pour l&#39;assurance IARD (Incendie, Accidents et Risques Divers) bénéficient considérablement de l&#39;innovation apportée par le machine learning (ML). ces logiciels permettent :</span></p><p><br></p><p><span style=""font-size: 14px;"">- Collecte et traitement des données</span></p><p><span style=""font-size: 14px;"">- Automatisation des processus</span></p><p><span style=""font-size: 14px;"">- Modélisation prédictive</span></p>",DEVELOPPEMENT INFORMATIQUE
May June Solutions,Casablanca,CLOUD;DATA;IA,https://mayjunesolutions.com/,0688713544,BENIHYA SAMIR,sbenihya@automai.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000BcsQwIAJ,"<p><span style=""font-size: 14px;"">MSJ est une entreprise qui intègre l&#39;intelligence artificielle (IA) dans les solutions d&#39;automatisation des processus robotiques (RPA) pour les rendre plus robustes, intelligentes et accessibles. Cette intégration conduit à une excellence opérationnelle avec des déploiements plus rapides et moins d&#39;erreurs.</span></p>",DEVELOPPEMENT INFORMATIQUE;ROBOTIQUE
Wovoiture,Rabat,TECHNOLOGIE WEB / MOBILE,www.wovoiture.ma,0663517325,EL KHOUATER Mounaim,contact@wovoiture.ma,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000007rvCEIAY,"<p>Wovoiture est une plateforme Web &amp; Mobile de la location de voitures au Maroc, proposant une large gamme de véhicules adaptés aux besoins des particuliers (B2C) et des entreprises (B2B).</p><p>Notre vision est de remédier aux inconvénients et à l&#39;inefficacité du processus traditionnel de la location des voitures, en rendant le transport Transparent et accessible.</p>",DEVELOPPEMENT INFORMATIQUE
STRATÉGIE TRENTE-DEUX,Essaouira,CLOUD;DATA;TECHNOLOGIE WEB / MOBILE,https://strategietrente-deux.com/,0608064656,Alae Boumaiz,direction@strategietrentedeux.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So00000H7p0oIAB,"<p><span style=""font-family: Calibri, sans-serif; font-size: 11pt;"">STRATÉGIE TRENTE-DEUX, reconnu pour ses événements innovants, relance ses activités en marketing, communication et digital à travers son nouveau projet : DERVIA MAROC.</span></p><p><span style=""font-family: Calibri, sans-serif; font-size: 11pt;"">Avec DERVIA, on imagine des stratégies sur-mesure qui attirent l’attention, engagent les publics et délivrent des résultats concrets — le tout en phase avec les tendances du moment et les meilleures technologies.</span></p><p>Nos services incluent la gestion des réseaux sociaux, la publicité en ligne, le SEO et le content marketing, avec un focus sur des approches data-driven pour maximiser votre retour sur investissement. Choisissez-nous pour notre expertise multisectorielle, nos solutions sur mesure et notre innovation continue.</p>",DEVELOPPEMENT INFORMATIQUE;MARKETING DIGITAL
ESHIFT,Tanger,DATA;IA;RESEAU ET TELECOM ET SECURITE;TECHNOLOGIE WEB / MOBILE,Https://Orderbell.app,0707300397,EL MEJDOUBI ADNANE,almejdoubi@gmail.com,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000008JnWjIAK,"<p><strong>ESHIFT  </strong>est une entreprise spécialisée dans le développement de solutions digitales sous formes d&#39;applications mobiles et web, basées sur un modèle d&#39;abonnement SaaS.</p><p>Leur premier produit , <strong>ORDERBELL</strong>, est un système de gestion des commandes, de création de menus digitaux et de marketing pour les restaurants, proposé sous forme d&#39;abonnement pour les restaurateurs et d&#39;application mobile pour les clients.</p>",DEVELOPPEMENT INFORMATIQUE
AH DIGITAL,Agadir,IA;TECHNOLOGIE WEB / MOBILE,https://ahdigital.tech/,0636308953,Hassen Ahlaou,contact@ahdigital.tech,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000008OyEcIAK,"<p><span style=""font-size: 14px;"">L&#39;entreprise vise à révolutionner la présence en ligne des entreprises en créant des sites web optimisés grâce à l&#39;IA. Elle intègre des chatbots intelligents, des automatisations avancées, et propose des services de conseil IA sur mesure, pour une transformation digitale complète et innovante.</span></p>",DEVELOPPEMENT INFORMATIQUE;MARKETING DIGITAL
TECHSTRIDE SOLUTIONS,Agadir,TECHNOLOGIE WEB / MOBILE,https://techstridesolutions.ma/about-us/,0699012515,Mohamed ElHAYADI,contact@techstridesolutions.ma,https://community.technopark.ma/sfc/servlet.shepherd/version/download/068So000008P0GTIA0,"<p>Notre entreprise est spécialisée dans le développement informatique, offrant des solutions technologiques sur mesure adaptées aux besoins spécifiques de chaque secteur. Nous intervenons notamment dans les domaines du tourisme, de la médecine et de l&#39;agriculture, où nous développons des outils innovants pour optimiser les processus, améliorer l&#39;efficacité opérationnelle et soutenir la transformation digitale. Notre expertise nous permet de créer des solutions personnalisées qui répondent aux défis uniques de chaque client, tout en intégrant les dernières avancées technologiques.</p>",DEVELOPPEMENT INFORMATIQUE
